country,iso3c,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Liberia,LBR,7500,7710,7850,7990,8390,7730,8330,7630,7940,8440,8290,9120,8410,9090,9500,9170,9030,9060,9510,9120,9100,8660,9450,9930,10700,11500,11500,10900,11900,11700,11600,11700,11500,10200,10300,10900,15800,15700,15600,15500,15800,2210,2350,2280,2260,2230
Libya,LBY,32600,21900,15500,14800,9620,11900,18200,20500,21700,26600,27500,29400,31600,31500,29700,32800,35300,33800,37600,38400,38000,44100,38300,40000,45500,47600,45800,46700,47200,46500,48900,49900,49600,51000,52300,54000,55200,52000,58000,59900,64200,41800,54800,58400,59200,61000
Liechtenstein,LIE,223,231,236,256,228,217,225,228,234,222,225,215,203,222,217,220,234,222,224,217,211,208,208,215,202,204,205,217,228,225,216,224,229,239,239,239,241,211,230,215,202,187,196,203,172,171
Lithuania,LTU,30000,30500,31300,32100,33200,34500,35300,36100,37600,37600,38300,38500,38700,39000,38600,39600,39600,40700,41100,40600,37900,40000,23400,18500,17900,17200,17800,17300,18100,15600,14000,15100,15200,15200,15800,16700,15000,16300,15700,13400,14300,14500,14600,13600,13300,13600
Luxembourg,LUX,16300,15600,16000,16900,17200,14000,13900,12800,13900,14200,12900,11000,10400,9690,10500,10700,10500,10100,10500,11300,11800,12300,12000,12200,11400,8960,9010,8360,7480,7930,7940,9170,9950,10400,11800,12100,11900,11300,11200,10600,11200,11100,10800,10300,9800,9310
Macao SAR,MAC,216,231,238,227,271,304,260,319,421,421,535,546,491,689,612,740,883,979,971,1040,1040,1100,1090,1190,1280,1240,1410,1490,1560,1520,1630,1690,1520,1540,1720,1830,1620,1540,1340,2080,1410,1450,1320,1180,1290,1670
Madagascar,MDG,35300,36200,37300,38100,39100,37200,39900,35800,37600,38000,37100,41800,45400,48300,50900,49100,48300,48400,50700,49000,50000,48700,53100,55700,60400,65000,64600,61700,67000,65900,65100,65200,63900,56500,56700,59800,34400,34400,33200,35400,34300,22500,22000,24800,23400,23600
Malawi,MWI,4700,4840,4990,5140,5230,4960,5400,4960,5190,5200,5110,5660,6090,6470,6740,6500,6390,6390,6660,6520,6820,6720,7270,7680,8220,8800,8750,8410,9020,8860,8710,8700,8720,7820,7840,8180,7210,7120,7460,7170,7470,5570,5310,5330,5460,5490
Malaysia,MYS,53800,55000,56200,59700,64700,65700,75500,78000,81200,87800,89900,99900,101000,109000,107000,110000,113000,114000,117000,126000,134000,159000,168000,179000,184000,190000,206000,222000,211000,220000,230000,236000,268000,288000,305000,315000,186000,199000,204000,202000,222000,83900,83200,102000,117000,124000
Maldives,MDV,4.01,4.02,4.03,4.04,4.05,7.73,11.4,15.1,22.4,29.8,44.5,48.1,48.1,51.8,59.2,66.5,81.2,81.2,95.9,125,173,155,232,199,199,250,290,331,301,422,452,463,595,507,668,602,759,781,844,884,935,990,1110,1100,1340,1330
Mali,MLI,1210,1260,1310,1360,1420,1390,1490,1450,1480,1520,1450,1600,1680,1820,1920,1830,1780,1750,1850,1840,1870,1850,1990,2080,2210,2350,2360,2320,2700,2700,2700,2710,2710,2480,2520,2630,7530,7590,7660,7390,7550,7640,7590,7620,8010,8050
Malta,MLT,676,672,852,718,760,679,773,815,947,918,1040,1160,1330,1000,1370,1210,1490,1860,2020,2180,2170,2170,2320,2680,2570,2360,2450,2460,2480,2580,2420,2600,2610,2890,2760,2700,2710,2780,2780,2630,2640,2730,2820,2480,2480,1760
Mauritania,MRT,431,402,446,472,486,513,520,557,587,608,630,663,887,942,876,661,381,3290,3240,2850,913,928,977,990,1150,1080,1120,1120,1130,1150,1180,1280,1360,1400,1540,1600,2130,2370,2460,2650,2760,886,1150,1160,1200,1260
Mauritius,MUS,591,481,818,701,811,692,706,737,713,746,669,626,581,683,720,808,908,1050,964,1180,1630,1690,1890,1960,1790,2100,2050,1960,2000,2140,2320,2510,2540,2690,2690,2850,3460,3570,3700,3690,3940,3980,4080,4230,4400,4540
Mexico,MEX,380000,366000,363000,364000,376000,384000,400000,398000,430000,441000,466000,484000,605000,594000,605000,628000,640000,658000,658000,701000,713000,724000,670000,655000,666000,644000,649000,661000,677000,664000,690000,681000,668000,672000,699000,703000,469000,489000,509000,492000,506000,514000,517000,516000,514000,515000
Monaco,MCO,124,128,133,154,138,124,139,132,138,145,140,127,122,118,115,113,109,107,105,110,106,107,113,112,113,110,113,112,110,111,109,110,109,106,100,99.2,91.6,93,91.3,86.9,84.7,81.3,84.4,83.6,77.6,77.6
Mongolia,MNG,21700,22000,22400,22800,23300,24000,25300,26300,25900,23900,22000,18900,15900,14700,13500,16100,16500,17200,18100,16900,16400,14200,11800,11200,10200,8840,9410,9310,8440,7640,6210,33500,35400,32400,33400,32900,39600,41500,40900,38700,38900,47900,53400,65600,46600,45800
Montenegro,MNE,2470,2540,2350,2530,2490,2530,2480,2330,2450,2530,2430,2650,2400,2570,2680,2720,2830,2780,2860,2970,2740,1440,956,494,133,-686,853,760,1170,1200,1320,899,1370,1250,1280,1100,-14300,-14300,-13800,-14800,-14000,2800,2900,2790,2740,2850
Morocco,MAR,15300,16200,16100,18100,19100,19100,19500,20700,21000,23900,23900,21900,22900,23600,24200,24900,26100,27500,28900,30800,31800,15500,16500,18600,19900,20800,21800,22700,23000,24300,25200,28100,28500,27700,33200,35500,47300,50000,52500,52000,55200,54500,59300,55800,56500,59200
Mozambique,MOZ,36500,37900,38500,39700,40200,37600,40600,36900,38600,38700,37900,42400,45900,48500,50400,48000,47000,47000,49200,47900,48900,47500,51900,54400,58800,63300,62800,59700,64800,63600,63100,63900,63200,56100,56400,59400,33000,33300,33200,33500,33700,41900,41800,42800,47300,47600
Myanmar,MMR,49900,49200,48800,53700,58200,58900,65900,70800,74000,77100,79300,88600,90000,91300,93200,94000,93400,91600,92300,94400,95500,113000,118000,122000,122000,123000,122000,121000,121000,118000,117000,112000,145000,154000,162000,145000,91900,91600,87700,89100,92100,109000,106000,108000,117000,109000
Namibia,NAM,584,598,610,467,642,620,656,626,645,653,977,1270,1410,1450,1630,1790,1370,1430,1490,1390,1430,1500,1640,1900,2130,2220,2330,2580,2720,2460,2430,2810,2530,2570,2660,3040,10800,11400,12700,12000,12100,12200,12800,12000,12700,12400
Nepal,NPL,11400,11100,11100,12600,13500,13600,15100,16200,16900,17800,18300,20300,20600,20900,21400,21500,21400,21600,22100,22400,22400,26900,28300,29200,29200,29500,29800,29800,29000,29200,28500,27700,34700,36800,38000,34600,8220,8250,9230,10300,10900,11300,11800,12500,14100,11700
Netherlands,NLD,140000,138000,155000,157000,158000,151000,167000,162000,168000,184000,175000,164000,133000,137000,144000,147000,144000,151000,147000,162000,162000,173000,173000,174000,177000,175000,185000,177000,178000,173000,174000,180000,179000,182000,184000,180000,173000,174000,177000,172000,183000,171000,167000,167000,159000,166000
Netherlands Antilles,ANT,14100,12200,11900,13100,11900,8660,18500,9660,8230,8630,8880,8460,9460,4880,12100,14200,3080,2740,2700,5110,5470,4380,3630,5590,5360,5310,4970,5190,362,2190,5690,5800,5590,5600,5870,5820,6070,6830,6570,6720,4660,5910,7100,6340,7030,7300
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,42500,31000,28600,27400,26700,25200,25400,25700,23100,21200,21500,21400,22700,22500,23400,25100,25600,26200,26800,27300,26900,4510,6520,6100,6290,6570,7770,9740,8320,9920,10700,19900,20100,21800,21400,23000,21400,20500,21500,18700,18900,18900,20300,19700,20200,20500
Nicaragua,NIC,33100,30300,29800,29500,29300,28900,29300,29900,29800,28900,29300,29500,41000,44000,46200,48400,50300,51200,51500,51000,52300,51800,45200,43200,41800,40800,39800,39400,39000,38700,38500,38300,37500,37400,37000,36800,33400,33500,33300,33400,33400,4990,4730,4670,4980,5130
Niger,NER,222,237,259,336,296,340,341,374,425,488,580,699,761,974,1000,1000,915,1010,1000,1050,744,729,712,793,788,831,920,919,975,965,710,674,715,781,833,735,2180,2210,2300,2460,2660,2810,3360,3430,3620,3700
Nigeria,NGA,46000,57500,67400,76300,89800,72900,83700,75600,74700,97000,93800,96200,98900,96000,108000,106000,109000,95100,109000,79200,77100,79100,87300,87900,81500,86000,89500,89500,89600,90900,126000,136000,144000,145000,148000,152000,270000,267000,268000,247000,262000,280000,283000,283000,281000,285000
Norway,NOR,36300,35200,39400,40500,37600,37900,37600,38900,40500,41000,44000,44500,42800,39400,43400,43300,48000,43100,45600,51500,35800,19900,20600,22300,24200,24300,27300,27500,27700,28500,28000,22400,21500,22700,23100,22400,21500,23300,22400,20700,23300,23100,22800,22600,22200,22900
Gaza Strip,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,241,2100,2100,2120,2340,7260,8330,8520,7810,7740,6060,6030,5750,7540,8110,8700,9890,9480,10600,10100,11400,11800,12100,13500,15300,15900,15100,15500,16600,20700,21900,20300,25500,32400,28000,29900,39600,43700,42800,41200,47500,54100,59300,61500,61300,55700
Pakistan,PAK,28300,27200,23200,24600,26300,28300,28500,30500,32500,35100,39000,42200,46400,49300,51900,56700,57800,62000,66800,69500,77400,78300,82900,88700,95300,94800,105000,105000,108000,111000,116000,118000,127000,132000,145000,148000,170000,183000,184000,183000,186000,193000,195000,196000,198000,208000
Panama,PAN,15600,14800,15000,15200,15000,15800,15600,15600,15000,15300,14200,14500,19100,20600,20900,21600,22300,23000,23000,22700,23000,23500,21700,20600,20300,18500,19700,20400,20500,20000,19900,21000,19500,19600,19100,20100,15900,15800,15900,17200,17700,18700,18700,19300,17400,17800
Papua New Guinea,PNG,8430,5390,4860,4110,4040,3730,3560,3390,3330,3300,3200,3480,3440,3430,3350,3300,3110,3240,2960,2680,2670,59200,59200,59100,59300,59200,51600,128000,54600,53700,54000,52800,66000,58100,80000,54700,62000,56300,60500,56600,61000,55100,54400,58900,62700,58100
Paraguay,PRY,63400,57500,56400,55500,54900,54200,54400,54700,55100,55100,55400,55500,78200,84300,89100,93200,96400,98100,99400,100000,100000,101000,87100,83700,81100,79200,76800,75800,74900,73800,72300,71800,70100,69300,68600,68000,132000,132000,132000,133000,133000,147000,147000,147000,148000,148000
Peru,PER,92100,86000,84200,84700,85400,85100,85600,86500,85800,85800,87600,88100,114000,118000,124000,128000,134000,140000,140000,137000,137000,137000,120000,119000,123000,120000,117000,118000,116000,115000,115000,112000,109000,108000,113000,117000,109000,116000,114000,125000,131000,123000,128000,130000,134000,139000
Philippines,PHL,67400,69300,68000,78000,80400,82800,91100,96800,100000,103000,104000,109000,110000,112000,108000,106000,106000,110000,116000,119000,123000,140000,149000,152000,157000,163000,164000,172000,168000,166000,168000,162000,190000,197000,205000,192000,98600,103000,110000,109000,116000,26600,32300,39200,46800,54600
Poland,POL,325000,331000,346000,351000,358000,384000,403000,422000,431000,439000,457000,399000,408000,408000,419000,429000,437000,452000,454000,435000,360000,360000,350000,351000,346000,348000,362000,353000,324000,314000,304000,289000,282000,294000,298000,298000,228000,227000,220000,207000,225000,307000,299000,295000,283000,286000
Portugal,PRT,19400,20600,22600,24700,24900,25500,26400,26700,26800,29100,30600,31100,33300,34100,33100,31000,34400,35800,36900,45500,45700,48600,52900,51400,52200,56200,53500,56400,60900,68500,67300,71100,75000,70000,72600,75000,64500,62000,59700,56800,52700,53300,51500,49700,49500,53800
Qatar,QAT,7760,9360,11000,12700,10800,11200,10700,10300,11000,15000,13800,13600,13200,12200,13400,13400,14500,12800,13200,15700,13200,18900,28300,32000,31800,33200,33800,39600,34700,34000,37400,44400,43900,44600,46200,54300,66900,66700,68200,72400,75700,84200,98000,89000,112000,134000
South Korea,KOR,75400,72200,71500,82500,84500,90400,102000,114000,122000,143000,143000,149000,150000,160000,173000,187000,191000,201000,231000,246000,256000,244000,268000,303000,325000,354000,387000,413000,347000,379000,411000,417000,441000,449000,456000,464000,461000,482000,496000,498000,553000,593000,596000,605000,600000,609000
Moldova,MDA,22200,23000,24000,24800,25800,27100,28000,28900,30000,30300,31300,31100,31600,32000,32200,34100,34100,35600,36300,37100,35300,29900,20700,15400,13900,10400,10500,9480,7840,5930,5160,6130,5810,6580,7060,7460,6810,7180,7880,8180,8700,8610,8270,7240,7100,7230
Romania,ROU,129000,133000,138000,154000,153000,162000,173000,175000,188000,190000,188000,188000,187000,191000,183000,187000,195000,202000,199000,212000,174000,143000,134000,126000,124000,128000,132000,124000,108000,90900,95400,100000,100000,104000,103000,100000,99800,104000,100000,82500,78800,-74200,-76600,-86600,-86500,-85300
Russia,RUS,1870000,1950000,1990000,1990000,2090000,2160000,2240000,2290000,2340000,2320000,2380000,2350000,2380000,2410000,2420000,2580000,2580000,2680000,2780000,2720000,2630000,2650000,2230000,2130000,1900000,1840000,1810000,1690000,1710000,1710000,1710000,1580000,1570000,1680000,1610000,1620000,1510000,1520000,1670000,1470000,1530000,1580000,1650000,1530000,1540000,1550000
Rwanda,RWA,1580,1620,1660,1700,1750,1750,1990,1820,1910,1930,2070,2410,2580,2800,2850,2740,2680,2700,2880,2810,2710,2600,2800,2910,3090,3280,3280,3160,3380,3340,3330,3340,3310,2960,2970,3110,104,-214,-85.7,-202,151,1180,1500,1610,1610,1570
Samoa,WSM,29.9,37.2,37.2,37.2,33.6,59.2,48.2,81.2,107,95.9,99.6,103,114,114,114,114,114,114,114,122,103,-1950,-1950,-1950,-1940,-1940,-1930,-1930,-1930,-1920,-1910,37.6,37.6,44.9,41.3,52.3,-376,-368,-361,-354,-354,202,199,199,199,211
San Marino,SMR,113,118,125,133,134,128,138,135,143,150,152,149,146,145,149,152,152,160,165,174,181,186,187,185,186,199,199,204,211,214,221,222,225,234,238,239,240,238,231,209,212,203,188,176,164,184
Sao Tome and Principe,STP,16.2,12.6,12.6,16.3,20,20.1,31.1,31.2,34.9,34.9,42.3,46,49.7,57.1,53.5,57.2,53.6,53.6,50,50.1,50.1,50.2,50.2,50.3,50.3,50.4,50.4,50.5,50.5,50.6,50.6,54.4,61.8,69.2,76.6,80.3,381,381,381,389,396,106,117,118,118,121
Saudi Arabia,SAU,40900,54000,65600,95900,92500,76000,93600,105000,101000,118000,143000,140000,126000,126000,115000,128000,151000,141000,150000,152000,139000,201000,219000,244000,244000,192000,213000,182000,177000,194000,255000,260000,286000,290000,349000,353000,385000,350000,388000,425000,468000,455000,511000,493000,545000,566000
Senegal,SEN,1660,1710,1830,1930,2250,2950,2180,2620,3020,3300,3740,3730,3520,3140,3840,3190,3160,2950,3270,4210,3710,3940,4040,4180,4530,4170,4420,3910,4140,4410,4640,5010,5230,5560,5820,6430,10600,11100,11000,10500,13700,12800,12400,12900,13300,13800
Serbia,SRB,39000,41600,39000,41000,41000,42900,42600,40300,42300,44300,43400,52800,46800,51500,55400,56700,58500,57700,58800,59200,58400,32300,39700,33800,32800,34900,41700,45200,47900,31500,35600,38300,41200,44200,48900,45800,-9820,-11500,-11900,-17900,-18100,48700,43500,44400,37100,46100
Seychelles,SYC,45.7,49.7,61,65,72.6,76.7,99,103,96.1,140,115,119,105,119,119,171,185,222,219,256,172,194,194,205,224,220,257,363,455,532,595,657,562,573,761,713,757,666,717,549,469,366,465,429,521,536
Sierra Leone,SLE,6560,6620,6640,6660,6790,6400,6900,6300,6760,6780,6490,7440,7900,8570,8890,8610,8480,8300,8630,8330,8610,8430,9070,9490,10300,10900,10900,10400,11200,11000,10900,11100,11000,9720,9720,10200,6440,6350,6370,6360,6430,6600,6730,6890,7010,7070
Singapore,SGP,8690,7940,10500,9500,10500,11700,14200,13500,15600,16800,15000,13100,14500,16800,16000,16900,17600,16500,18200,20800,22100,22600,24100,25500,30400,24500,30000,37800,34300,38400,41000,41600,40000,27600,25600,27200,27600,19000,32100,48300,48200,48400,49900,74700,75600,80100
Slovakia,SVK,52700,54700,56200,57900,56400,58700,60600,61900,61200,60500,61300,59800,58400,57500,62900,62400,62500,62300,62500,63400,61600,43700,39200,36700,33900,34900,35200,35300,34300,33400,31400,34400,32600,33000,33600,33600,36100,34500,35000,31200,32200,32800,31000,30500,28400,28800
Slovenia,SVN,10900,11300,10600,13700,13500,13700,14200,14100,16000,17700,17500,16200,15300,16800,17300,15900,16600,16100,15800,15800,15100,7160,7160,7460,7800,8410,9070,9400,9130,8500,8610,6030,6170,5930,6300,6600,9290,9420,10400,8470,8510,10100,9580,8940,7280,7370
Somalia,SOM,3240,3280,3410,3520,3670,3630,3910,3880,3780,3730,3940,3870,4630,5130,5120,5080,5110,5160,5350,5190,5050,4900,5270,5450,5830,6190,6130,5820,6250,6120,6040,6080,6100,5420,5420,5710,16000,16000,16000,16000,16000,13800,13800,13800,13800,13800
South Africa,ZAF,186000,198000,202000,206000,207000,207000,215000,215000,216000,236000,240000,263000,276000,282000,308000,312000,315000,314000,328000,327000,304000,313000,300000,314000,331000,353000,356000,379000,371000,386000,389000,389000,400000,424000,439000,439000,422000,448000,435000,440000,457000,472000,471000,471000,493000,473000
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,124000,135000,152000,167000,180000,188000,205000,202000,205000,209000,219000,212000,213000,208000,202000,205000,194000,194000,202000,231000,230000,194000,203000,195000,207000,221000,208000,221000,230000,254000,266000,268000,288000,292000,309000,324000,329000,337000,305000,265000,251000,252000,248000,220000,222000,239000
Sri Lanka,LKA,14100,13500,13700,15100,15200,15200,16600,17700,19000,20000,20000,22500,23400,23900,23200,23400,22900,23400,23100,23500,24100,28200,30200,30700,31000,31300,32400,32600,32600,32800,33900,33200,40800,42500,45100,41300,16300,16700,16600,17600,17700,20100,21000,20500,23400,20700
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,2430,2470,2470,2840,2330,2700,2700,2610,3120,3010,3090,2730,2850,2400,2630,2730,2920,2890,3030,3050,2970,3260,3110,3040,3000,2990,3000,3000,2980,2950,3000,3160,2340,2300,2310,2350,6070,5880,6420,7120,6260,5800,7190,6480,6420,6490
Swaziland,SWZ,723,765,756,758,709,708,743,706,824,836,840,869,910,784,869,953,963,941,967,952,953,837,826,722,1120,1140,1020,1850,1920,1930,1870,1830,1800,1630,1620,1640,1220,1270,1300,1220,1230,1220,1400,1290,1380,1430
Sweden,SWE,102000,93300,93600,96700,88900,88200,95600,92400,85300,91100,76900,73900,65700,61200,60800,65700,65300,62900,60600,58600,55900,56100,55800,55700,58200,57600,61500,56500,57000,54200,53000,54000,55000,55500,54800,52300,49700,48700,46700,43100,48800,44800,42300,40600,39200,38400
Switzerland,CHE,47500,49300,50300,54500,48400,45700,47300,47900,49100,46300,46900,44900,42300,46200,45200,45900,48700,46300,46800,45400,44000,44300,44100,41700,40800,41500,42200,41100,42700,42500,41700,43500,41900,43100,43700,44200,42000,40000,41300,40200,41700,39400,40700,41600,37700,37200
Syria,SYR,6730,8990,7890,8010,9770,11300,13900,14800,15400,22800,21100,26900,24800,28300,33400,30000,31800,36700,37300,34900,37700,41200,41800,44500,45600,40600,41800,39900,49200,51400,50000,47700,38000,53300,50100,49600,51800,64800,66000,61000,60500,56500,44300,36100,30300,60100
Taiwan,TWN,30500,33200,37600,42200,41300,45500,58300,63600,73900,78800,86800,77700,77800,86100,87700,89100,99000,103000,119000,129000,129000,140000,151000,162000,169000,180000,188000,204000,206000,213000,225000,234000,243000,252000,267000,265000,273000,283000,268000,255000,277000,275000,264000,267000,270000,269000
Tajikistan,TJK,9190,9790,10400,10800,11600,12300,12800,13300,13900,14200,14600,14900,15200,15600,15800,16700,16600,17600,18000,18000,17900,17400,14300,12000,6890,4860,3390,3520,2680,2770,2700,2830,2680,2850,3380,2720,3550,2620,2600,2120,2020,1960,2260,2570,3510,2450
Thailand,THA,111000,112000,115000,129000,138000,140000,160000,174000,184000,192000,200000,218000,221000,228000,234000,240000,239000,247000,261000,277000,292000,341000,362000,384000,397000,416000,431000,430000,404000,406000,403000,404000,488000,519000,547000,512000,222000,220000,218000,229000,238000,249000,264000,268000,281000,285000
TFYR Macedonia,MKD,9220,9350,8810,9920,9810,9230,9350,8940,9280,9990,9370,10200,8780,9130,9830,10000,10400,10200,10700,10700,10500,8900,8250,8670,8370,8530,8210,8960,9640,9280,8880,10900,11300,10600,10300,11100,8940,9460,9520,8890,9160,9950,9520,8320,7960,9460
Togo,TGO,7440,7630,7960,8270,8360,7700,8440,7660,7950,8500,8170,9230,10000,10600,11200,10700,10700,10700,11200,11000,11200,10900,12000,12400,13500,14800,14500,13900,15300,15300,14900,14800,14800,13500,13600,14300,8240,8530,8960,10200,10100,9960,10100,10400,10300,10500
Trinidad and Tobago,TTO,9480,8570,8750,9810,10500,9970,16500,16800,16400,17800,18100,18200,20100,18700,20100,23400,20000,20200,19000,19700,20500,20700,22800,21300,21600,21200,25300,23100,25300,29700,31200,34700,37900,42300,44900,52600,57500,60700,60000,60000,63200,64000,63400,65400,66000,67100
Tunisia,TUN,3830,4310,4840,4940,5520,5660,5950,6870,7610,8890,9610,9970,9660,11400,11700,12100,12200,11900,12600,13400,13400,15000,14500,16000,15400,15200,16200,16400,17500,17800,19400,20500,20600,20900,22000,22400,22600,23800,24500,24400,27300,25900,26900,27500,28700,29200
Turkey,TUR,99200,104000,111000,114000,119000,124000,131000,140000,134000,132000,132000,124000,130000,133000,143000,157000,169000,184000,182000,201000,212000,136000,141000,149000,146000,163000,178000,191000,192000,189000,209000,184000,192000,208000,217000,237000,234000,263000,261000,268000,270000,286000,294000,286000,297000,322000
Turkmenistan,TKM,9880,10600,11300,12100,13000,13900,14600,15300,16200,15900,16400,16900,17200,17700,18100,18900,18600,19800,21100,21000,20400,20300,16000,14000,16200,17500,17600,18200,20700,26100,26900,25600,26100,28500,28500,30100,32200,36700,38500,35300,40700,44500,46300,47700,49000,54000
Former USSR,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,4650,4720,4740,4630,4720,4440,4620,4060,4110,4110,3940,4330,4680,5050,5240,5090,5100,5160,5470,5280,5330,5230,5650,5880,6220,6880,6960,6710,7360,7280,7340,7440,7420,6730,6880,7610,27600,27100,28200,29900,28700,29200,28900,31200,30400,30700
Ukraine,UKR,558000,567000,581000,631000,597000,613000,631000,643000,703000,708000,728000,702000,706000,708000,705000,760000,766000,789000,804000,777000,722000,587000,543000,464000,373000,344000,305000,294000,275000,246000,233000,279000,273000,283000,283000,290000,312000,317000,305000,257000,272000,302000,298000,290000,252000,218000
UAE,ARE,15100,21000,23200,30300,30900,30500,38800,37600,43300,34100,34200,33200,32900,31600,42900,45000,42000,42100,42200,47600,45800,49100,50200,56900,63300,62500,52000,54200,74800,73300,104000,101000,89600,117000,130000,139000,149000,163000,189000,201000,193000,198000,211000,205000,253000,274000
UK,GBR,734000,726000,708000,713000,663000,645000,637000,640000,635000,672000,600000,575000,561000,558000,542000,573000,581000,585000,586000,597000,596000,592000,577000,562000,557000,548000,570000,545000,549000,542000,549000,558000,542000,554000,555000,552000,551000,543000,529000,478000,496000,453000,472000,462000,421000,404000
Tanzania,TZA,28400,29700,30100,31900,31800,29800,33100,29200,30600,30800,29500,34000,37000,39600,41700,40100,39300,39400,41100,40000,40900,39900,43400,45800,49200,54000,53600,50400,54300,53200,52800,53400,53200,47100,47700,51400,222000,232000,232000,226000,227000,214000,214000,211000,211000,214000
USA,USA,4440000,4300000,4550000,4750000,4550000,4360000,4660000,4800000,4990000,5020000,4800000,4610000,4390000,4420000,4570000,4580000,4600000,4820000,5070000,5190000,5050000,4770000,4880000,4990000,5090000,5150000,5340000,5400000,5450000,5540000,5690000,5550000,5590000,5650000,5800000,5800000,5710000,5860000,5580000,5170000,5350000,5520000,5300000,5450000,5510000,5350000
Uruguay,URY,5590,5660,5920,5600,5530,5810,5740,5500,5610,6140,5700,5260,4780,3760,3410,3260,3150,3510,4740,4800,3960,4580,5320,4710,4330,4890,5790,5880,6040,7120,5650,5190,4460,4480,5620,5740,-12800,-13400,-11300,-11300,-12900,-2670,-1770,-2860,-3700,-3380
Uzbekistan,UZB,51300,55500,58800,62400,65900,70500,74600,78300,82400,83500,86600,89200,91900,95200,98200,105000,103000,112000,118000,117000,116000,113000,106000,107000,101000,101000,105000,104000,100000,104000,109000,109000,114000,109000,106000,103000,108000,106000,117000,111000,106000,94300,94900,94900,97000,99900
Vanuatu,VUT,41.1,59.4,63.1,55.8,63.2,55.9,44.9,52.2,59.6,63.3,63.3,52.3,52.4,56.1,56.1,122,59.8,48.8,67.2,63.6,67.3,67.3,63.7,63.7,63.8,67.5,85.8,85.9,82.2,85.9,86,89.7,86,86.1,60.4,60.5,23.8,75.2,71.6,97.3,97.3,120,102,94.4,142,122
Venezuela,VEN,152000,133000,131000,134000,142000,130000,124000,131000,136000,144000,159000,160000,189000,196000,202000,216000,228000,231000,238000,231000,245000,239000,212000,226000,228000,229000,216000,226000,257000,262000,240000,260000,278000,276000,235000,248000,176000,169000,185000,185000,199000,245000,267000,258000,256000,250000
Viet Nam,VNM,55400,51200,49800,55100,52000,55100,52000,56100,58000,60500,62000,68300,69900,71700,70700,74300,77200,79900,77200,73100,77500,88500,91300,94700,97600,100000,106000,115000,118000,116000,121000,126000,156000,169000,185000,183000,99600,102000,116000,126000,141000,138000,128000,134000,154000,172000
Yemen,YEM,2520,1980,1500,2740,2260,2180,2580,2990,3120,3240,3340,4250,5970,6350,7200,8680,8290,8700,9650,10000,9650,9260,10000,8750,10000,11200,11400,14200,13000,14900,15900,17300,16800,18700,20200,21900,23900,23700,24600,27000,26000,22500,21600,28600,26000,28900
Zambia,ZMB,38200,39000,40200,41600,42200,39600,43000,38800,40100,40500,39100,44200,48000,50900,52900,50800,50000,49900,52500,50600,51400,50000,54500,57100,61500,65800,65000,62400,67500,65700,65000,65300,64600,56800,56900,60300,289000,274000,290000,255000,278000,244000,245000,264000,255000,252000
Zimbabwe,ZWE,16300,16900,16400,17900,17900,16000,19400,17300,17100,17600,17200,17500,17300,19200,19200,19200,22300,24400,25400,25000,24700,24800,26600,26300,28600,26800,26600,25500,26200,27700,25700,24400,23700,20900,19700,21700,48800,48300,46100,43900,46100,46300,44600,48400,48800,49100
Rest of World,ROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
